user_id,num_unique_apps,num_sessions,avg_session_duration,total_usage_minutes,most_frequent_time,morning_ratio,afternoon_ratio,evening_ratio,night_ratio,most_frequent_app_category,browser_search_ratio,social_media_ratio,email_ratio,entertainment_ratio,navigation_transport_ratio,productivity_ratio,other_ratio,total_events,events_per_session,app_diversity,events_per_minute,kmeans_cluster,dbscan_cluster,agg_cluster
74,27,398,6.118090452261306,2435.0,Night,0.20026427616859618,0.13227322552066909,0.1829661996786642,0.4844962986320705,Browser/Search,0.41203057194768533,0.19226091265372314,0.13882006696998364,0.0009309728666456448,0.0,0.006576872832109554,0.24938060272985269,66597,167.32914572864323,2.3808384881326456,27.349897330595482,0,-1,0
75,22,63,4.281920903954803,252.63333333333335,Night,0.09009009009009009,0.14594594594594595,0.3171171171171171,0.44684684684684683,Other,0.34054054054054056,0.09279279279279279,0.04684684684684685,0.014414414414414415,0.0036036036036036037,0.0036036036036036037,0.4981981981981982,1110,17.61904761904762,2.178591719415939,4.39371948805911,1,-1,0
76,6,19,2.4518518518518517,44.13333333333333,Night,0.013793103448275862,0.2827586206896552,0.20689655172413793,0.496551724137931,Other,0.3793103448275862,0.0,0.08275862068965517,0.0,0.0,0.0,0.5379310344827586,290,15.263157894736842,1.4343199801737019,6.570996978851964,1,-1,0
77,7,62,4.230277777777778,253.8166666666667,Evening,0.19222462203023757,0.3412526997840173,0.4503239740820734,0.016198704103671708,Other,0.13444924406047515,0.0,0.0,0.0,0.0,0.0,0.8655507559395248,1852,29.870967741935484,1.5901080979213624,7.296605161205594,1,-1,0
78,13,124,4.740694444444444,568.8833333333333,Afternoon,0.33137217688365916,0.4735243879293984,0.09280698424748529,0.1022964509394572,Other,0.05048396280129057,0.0,0.04422091478458911,0.014423989371797305,0.006073258682862023,0.0,0.884797874359461,5269,42.49193548387097,1.5124722251118536,9.262004511762811,1,-1,0
79,22,658,4.478703703703704,2902.2,Afternoon,0.07765419615773508,0.32416582406471184,0.2808392315470172,0.3173407482305359,Other,0.07487360970677452,0.3177957532861476,0.023306370070778563,0.04236602628918099,0.009656218402426694,0.00455005055611729,0.5274519716885743,19780,30.060790273556233,2.002376269766413,6.815519261250087,1,-1,0
80,12,130,5.962903225806451,739.3999999999999,Morning,0.48754127889522664,0.2548784148904233,0.0982687881517062,0.15931151806264385,Other,0.07275092564795357,0.010607425197638347,0.0,0.00770539377564295,0.0,0.0,0.9089362553787651,9993,76.86923076923077,1.2237344230836742,13.51501217203138,1,-1,0
81,10,48,3.532962962962963,158.98333333333335,Morning,0.48009367681498827,0.08899297423887588,0.42857142857142855,0.00234192037470726,Other,0.0936768149882904,0.0,0.12412177985948478,0.0,0.00468384074941452,0.0,0.7775175644028103,427,8.895833333333334,1.757568593521869,2.6858161232833626,1,-1,0
82,16,356,6.8714771622934885,2356.9166666666665,Night,0.2221183072246902,0.14683189151274256,0.23404255319148937,0.39700724807107785,Other,0.05833528173953706,0.0,0.020808978255786766,0.029576806172550853,0.0336684592003741,0.0,0.8576104746317512,8554,24.028089887640448,1.8429177135160173,3.6293179648552134,1,-1,0
83,18,534,6.878666666666667,3439.3333333333335,Night,0.054972165991902834,0.18465334008097167,0.29712803643724695,0.4632464574898785,Other,0.04466093117408907,0.13145242914979757,0.016194331983805668,0.0071482793522267205,0.003605769230769231,0.0,0.7969382591093117,15808,29.60299625468165,1.0713767253849955,4.596239581314208,1,-1,0
84,17,122,3.2515306122448977,318.65,Evening,0.06502775574940524,0.12846946867565423,0.5114988104678826,0.2950039651070579,Other,0.22918318794607453,0.040444091990483745,0.0190325138778747,0.03013481363996828,0.0007930214115781126,0.0,0.6804123711340206,1261,10.336065573770492,2.3643367511466677,3.95731994351169,1,-1,0
85,13,53,2.977027027027027,110.14999999999999,Evening,0.032188841201716736,0.09871244635193133,0.5793991416309013,0.28969957081545067,Other,0.16738197424892703,0.08583690987124463,0.04291845493562232,0.002145922746781116,0.0,0.015021459227467811,0.6866952789699571,466,8.79245283018868,1.6261516773653453,4.230594643667726,1,-1,0
86,5,6,7.859999999999999,39.3,Night,0.0,0.0,0.2727272727272727,0.7272727272727273,Browser/Search,0.5340909090909091,0.0,0.0,0.13636363636363635,0.0,0.0,0.32954545454545453,176,29.333333333333332,1.5545764536142157,4.478371501272265,1,-1,0
